Service,Age,CustomerSince,Customer Gender,Region,SupportCallsLastYear,AverageBill,ChurnIndicator,Satisfaction Score,,
4G,71,9/12/2010 10:27,M,Central,3,58,0.07,4,,
fiber,41,9/12/2010 10:27,M,Central,2,63,0.06,4,,
phone,21,9/12/2010 10:27,M,Central,1,37,0.04,3,,
fiber,59,9/12/2010 10:27,M,North,1,89,0.03,6,,
phone,65,9/12/2010 10:27,F,North,0,31,0.02,6,,
fiber,55,9/12/2010 10:27,F,North,0,93,0.01,6,,
4G,65,9/12/2010 10:27,M,Central,0,101,0.01,6,,
4G,53,9/13/2010 10:27,F,Central,0,49,0.07,5,,
fiber,70,9/13/2010 10:27,M,Central,0,61,0.02,9,,
4G,36,9/13/2010 10:27,M,North,0,52,0.02,7,,
landline,25,9/13/2010 10:27,M,North,1,40,0.02,6,,
fiber,41,9/14/2010 10:27,F,Central,0,34,0.04,6,,
4G,54,9/14/2010 10:27,M,Central,2,87,0.03,5,,
phone,72,9/14/2010 10:27,M,North,3,87,0.54,2,,
phone,67,9/14/2010 10:27,F,South,0,41,0.02,3,,
landline,71,9/14/2010 10:27,F,Central,0,103,0.00,4,,
phone,73,9/15/2010 10:27,M,North,8,69,0.09,3,,
phone,75,9/15/2010 10:27,M,North,6,65,0.07,7,,
phone,29,9/15/2010 10:27,M,Central,2,45,0.04,7,,
fiber,54,9/15/2010 10:27,M,North,0,90,0.02,6,,
fiber,44,9/16/2010 10:27,M,Central,7,89,0.88,4,,
4G,34,9/16/2010 10:27,F,South,7,40,0.20,7,,
phone,57,9/16/2010 10:27,F,Central,2,90,0.12,7,,
fiber,34,9/16/2010 10:27,M,North,0,77,0.10,7,,
phone,43,9/16/2010 10:27,F,South,8,60,0.50,3,,
fiber,19,9/16/2010 10:27,M,Central,1,101,0.10,5,,
4G,67,9/16/2010 10:27,M,Central,7,92,0.09,2,,
landline,29,9/16/2010 10:27,M,Central,0,82,0.01,5,,
landline,47,9/17/2010 10:27,M,North,9,44,0.08,5,,
4G,52,9/17/2010 10:27,F,South,1,66,0.07,4,,
landline,69,9/17/2010 10:27,M,South,4,91,0.02,9,,
4G,40,9/17/2010 10:27,M,South,0,60,0.02,4,,
4G,50,9/17/2010 10:27,M,South,0,80,0.01,5,,
landline,26,9/17/2010 10:27,M,South,0,102,0.40,3,,
phone,34,9/18/2010 10:27,F,South,6,80,0.18,7,,
4G,55,9/18/2010 10:27,M,North,6,40,0.17,6,,
phone,53,9/18/2010 10:27,F,Central,5,51,0.08,10,,
phone,26,9/18/2010 10:27,M,North,0,111,0.04,6,,
4G,21,9/18/2010 10:27,F,North,0,105,0.01,7,,
landline,73,9/18/2010 10:27,F,Central,0,54,0.01,5,,
landline,66,9/18/2010 10:27,F,South,0,74,0.00,8,,
4G,33,9/19/2010 10:27,F,Central,3,33,0.12,4,,
4G,35,9/19/2010 10:27,M,Central,0,54,0.02,6,,
fiber,27,9/19/2010 10:27,M,Central,0,78,0.02,6,,
4G,58,9/20/2010 10:27,M,North,1,48,0.14,3,,
fiber,45,9/20/2010 10:27,M,North,4,76,0.09,3,,
4G,57,9/20/2010 10:27,M,Central,2,47,0.06,6,,
4G,37,9/20/2010 10:27,F,South,2,66,0.05,7,,
phone,44,9/20/2010 10:27,F,Central,0,37,0.04,5,,
4G,73,9/20/2010 10:27,F,Central,0,31,0.03,3,,
4G,58,9/20/2010 10:27,M,Central,0,109,0.90,2,,
fiber,64,9/21/2010 10:27,M,Central,5,100,0.08,5,,
fiber,28,9/21/2010 10:27,F,South,0,56,0.02,5,,
4G,30,9/21/2010 10:27,M,Central,0,51,0.02,7,,
phone,44,9/21/2010 10:27,F,North,0,48,0.01,4,,
fiber,18,9/22/2010 10:27,M,Central,1,88,0.16,3,,
4G,69,9/22/2010 10:27,F,South,10,82,0.13,8,,
4G,20,9/22/2010 10:27,F,Central,0,71,0.05,8,,
fiber,52,9/22/2010 10:27,M,South,0,41,0.03,3,,
phone,25,9/22/2010 10:27,M,Central,2,97,0.02,6,,
phone,57,9/22/2010 10:27,F,North,0,39,0.02,9,,
phone,66,9/22/2010 10:27,M,South,0,60,0.01,8,,
landline,56,9/22/2010 10:27,F,Central,0,64,0.01,8,,
4G,69,9/23/2010 10:27,F,South,9,68,0.15,6,,
phone,35,9/23/2010 10:27,M,Central,8,48,0.12,6,,
4G,36,9/23/2010 10:27,F,Central,0,82,0.08,6,,
fiber,34,9/23/2010 10:27,F,North,1,35,0.08,7,,
4G,57,9/23/2010 10:27,F,South,2,61,0.87,2,,
landline,73,9/23/2010 10:27,F,Central,7,56,0.05,10,,
fiber,36,9/23/2010 10:27,F,North,2,100,0.04,8,,
4G,33,9/24/2010 10:27,M,Central,8,36,0.45,6,,
4G,48,9/24/2010 10:27,M,North,2,116,0.68,2,,
fiber,62,9/24/2010 10:27,F,North,3,31,0.17,6,,
4G,54,9/24/2010 10:27,M,Central,1,48,0.04,7,,
phone,46,9/24/2010 10:27,M,Central,1,35,0.04,4,,
phone,35,9/24/2010 10:27,F,Central,1,51,0.03,4,,
fiber,52,9/25/2010 10:27,M,Central,8,79,1.00,4,,
phone,77,9/25/2010 10:27,M,Central,2,116,0.08,4,,
fiber,34,9/25/2010 10:27,M,Central,0,78,0.05,6,,
fiber,44,9/25/2010 10:27,F,South,0,62,0.05,7,,
phone,79,9/25/2010 10:27,F,South,3,86,0.03,5,,
4G,40,9/25/2010 10:27,F,South,1,75,0.03,4,,
phone,65,9/25/2010 10:27,F,Central,0,98,0.01,4,,
phone,62,9/26/2010 10:27,M,North,5,41,0.10,4,,
4G,52,9/26/2010 10:27,M,South,7,107,0.07,4,,
phone,73,9/26/2010 10:27,M,Central,1,99,0.05,8,,
4G,38,9/26/2010 10:27,M,North,1,80,0.03,7,,
4G,65,9/26/2010 10:27,M,Central,1,97,0.02,5,,
phone,24,9/26/2010 10:27,F,North,0,89,0.01,9,,
4G,57,9/27/2010 10:27,F,North,3,99,0.04,8,,
4G,59,9/27/2010 10:27,M,North,3,104,0.04,3,,
phone,43,9/27/2010 10:27,F,Central,4,108,0.03,7,,
phone,49,9/27/2010 10:27,M,Central,2,74,0.03,7,,
fiber,27,9/27/2010 10:27,M,North,0,88,0.02,6,,
landline,35,9/27/2010 10:27,F,South,0,75,0.00,6,,
4G,68,9/28/2010 10:27,F,Central,10,34,0.32,5,,
fiber,30,9/28/2010 10:27,F,North,1,32,0.08,5,,
4G,20,9/28/2010 10:27,F,Central,4,63,0.08,8,,
landline,69,9/28/2010 10:27,M,South,1,105,0.04,5,,
4G,69,9/29/2010 10:27,F,South,6,85,0.80,2,,
4G,39,9/30/2010 10:27,M,Central,1,56,0.04,4,,
phone,50,9/30/2010 10:27,M,North,2,67,0.03,4,,
fiber,52,9/30/2010 10:27,F,North,0,51,0.03,10,,
4G,27,9/30/2010 10:27,F,North,0,90,0.01,5,,
4G,57,9/30/2010 10:27,F,Central,0,103,0.01,7,,
landline,24,9/30/2010 10:27,F,Central,0,51,0.01,7,,
4G,58,10/1/2010 10:27,M,Central,4,57,0.09,4,,
phone,33,10/1/2010 10:27,F,South,8,105,0.06,8,,
phone,52,10/1/2010 10:27,F,Central,4,73,0.05,3,,
phone,41,10/1/2010 10:27,F,Central,1,74,0.02,6,,
phone,69,10/1/2010 10:27,M,North,0,89,0.01,3,,
fiber,31,10/2/2010 10:27,F,North,7,65,0.88,4,,
4G,66,10/2/2010 10:27,M,North,7,100,0.08,4,,
4G,70,10/2/2010 10:27,M,Central,1,37,0.05,5,,
4G,55,10/2/2010 10:27,M,North,0,91,0.01,6,,
phone,35,10/2/2010 10:27,M,Central,0,98,0.01,8,,
landline,65,10/2/2010 10:27,M,South,0,91,0.60,3,,
4G,37,10/3/2010 10:27,F,North,2,46,0.11,10,,
4G,70,10/3/2010 10:27,F,South,1,106,0.07,5,,
4G,33,10/3/2010 10:27,M,North,0,111,0.03,5,,
4G,61,10/3/2010 10:27,F,Central,2,99,0.03,4,,
phone,23,10/3/2010 10:27,F,Central,0,33,0.02,5,,
phone,53,10/3/2010 10:27,M,North,0,45,0.02,6,,
phone,64,10/3/2010 10:27,M,South,0,53,0.01,6,,
phone,39,10/3/2010 10:27,M,Central,0,82,0.01,6,,
landline,74,10/3/2010 10:27,M,Central,0,83,0.65,2,,
phone,59,10/4/2010 10:27,F,North,3,44,0.06,7,,
phone,76,10/4/2010 10:27,F,Central,1,33,0.04,7,,
phone,31,10/5/2010 10:27,M,South,8,117,0.73,2,,
4G,69,10/5/2010 10:27,M,Central,2,31,0.18,7,,
4G,64,10/5/2010 10:27,F,Central,1,68,0.18,5,,
fiber,43,10/5/2010 10:27,F,North,2,42,0.09,8,,
phone,63,10/5/2010 10:27,F,South,2,62,0.03,7,,
4G,57,10/5/2010 10:27,M,North,1,62,0.03,5,,
phone,64,10/5/2010 10:27,F,Central,0,91,0.01,8,,
landline,21,10/5/2010 10:27,F,Central,0,72,0.01,7,,
4G,32,10/6/2010 10:27,M,South,9,96,0.10,3,,
4G,48,10/6/2010 10:27,M,North,0,111,0.06,4,,
phone,26,10/6/2010 10:27,F,Central,0,40,0.05,7,,
phone,69,10/6/2010 10:27,F,South,0,91,0.03,3,,
fiber,79,10/6/2010 10:27,M,North,0,69,0.64,2,,
4G,61,10/6/2010 10:27,M,North,0,87,0.01,6,,
4G,71,10/6/2010 10:27,M,North,0,87,0.01,3,,
landline,41,10/6/2010 10:27,M,North,0,62,0.01,6,,
4G,20,10/7/2010 10:27,F,Central,2,59,0.10,4,,
4G,52,10/7/2010 10:27,F,South,2,39,0.08,3,,
phone,41,10/7/2010 10:27,F,South,1,101,0.01,6,,
landline,31,10/7/2010 10:27,F,South,0,58,0.01,8,,
landline,61,10/7/2010 10:27,M,Central,0,109,0.00,4,,
4G,56,10/8/2010 10:27,F,Central,7,47,0.17,8,,
4G,25,10/8/2010 10:27,F,South,4,96,0.05,8,,
phone,71,10/8/2010 10:27,M,Central,1,96,0.01,5,,
phone,70,10/8/2010 10:27,M,Central,0,86,0.92,2,,
fiber,53,10/9/2010 10:27,M,Central,2,36,0.11,7,,
4G,78,10/9/2010 10:27,F,Central,1,91,0.10,7,,
phone,49,10/9/2010 10:27,M,North,0,38,0.02,4,,
phone,42,10/9/2010 10:27,F,South,0,95,0.01,8,,
phone,78,10/9/2010 10:27,M,Central,0,95,0.01,4,,
landline,29,10/9/2010 10:27,M,Central,0,68,0.01,6,,
landline,20,10/9/2010 10:27,F,Central,0,84,0.00,5,,
phone,60,10/10/2010 10:27,F,Central,5,51,0.23,7,,
4G,39,10/10/2010 10:27,F,North,1,92,0.02,5,,
phone,60,10/11/2010 10:27,F,Central,6,64,0.07,8,,
landline,61,10/11/2010 10:27,M,South,1,33,0.02,8,,
phone,36,10/11/2010 10:27,M,North,1,103,0.01,8,,
phone,53,10/11/2010 10:27,F,North,0,53,0.01,4,,
phone,41,10/11/2010 10:27,M,Central,0,93,0.01,6,,
4G,53,10/12/2010 10:27,M,Central,6,72,0.29,5,,
4G,53,10/12/2010 10:27,F,North,3,39,0.10,5,,
fiber,29,10/12/2010 10:27,M,Central,4,90,0.07,4,,
fiber,34,10/12/2010 10:27,F,South,4,102,0.06,9,,
fiber,43,10/12/2010 10:27,M,Central,0,38,0.03,5,,
landline,76,10/12/2010 10:27,M,Central,0,100,0.00,6,,
fiber,42,10/13/2010 10:27,M,North,1,95,0.03,4,,
phone,54,10/13/2010 10:27,F,North,1,59,0.02,5,,
4G,27,10/13/2010 10:27,F,North,0,66,0.02,5,,
4G,55,10/13/2010 10:27,F,North,0,98,0.01,7,,
landline,41,10/13/2010 10:27,M,Central,0,99,0.00,8,,
4G,18,10/14/2010 10:27,F,North,5,62,0.10,8,,
phone,70,10/14/2010 10:27,M,Central,1,48,0.03,7,,
phone,27,10/15/2010 10:27,F,Central,8,114,0.37,5,,
4G,66,10/15/2010 10:27,F,South,2,71,0.04,6,,
4G,70,10/15/2010 10:27,M,Central,2,86,0.03,7,,
landline,78,10/15/2010 10:27,M,Central,4,51,0.03,4,,
4G,46,10/15/2010 10:27,F,Central,1,62,0.03,5,,
landline,31,10/15/2010 10:27,F,Central,1,40,0.02,4,,
phone,32,10/15/2010 10:27,F,North,0,61,0.01,9,,
landline,55,10/15/2010 10:27,M,North,1,90,0.01,4,,
4G,65,10/16/2010 10:27,M,South,6,38,0.18,2,,
4G,76,10/16/2010 10:27,M,Central,0,35,0.71,2,,
4G,50,10/17/2010 10:27,F,South,4,68,0.07,4,,
fiber,42,10/17/2010 10:27,M,North,0,67,0.05,7,,
fiber,61,10/17/2010 10:27,M,North,0,39,0.05,9,,
phone,50,10/17/2010 10:27,F,North,2,57,0.03,8,,
4G,18,10/17/2010 10:27,M,South,1,76,0.03,6,,
4G,36,10/17/2010 10:27,F,Central,0,79,0.01,7,,
landline,18,10/17/2010 10:27,M,North,1,75,0.01,8,,
4G,74,10/18/2010 10:27,M,Central,4,88,0.06,3,,
landline,29,10/18/2010 10:27,F,South,1,66,0.01,4,,
4G,69,10/19/2010 10:27,F,Central,1,84,0.02,7,,
4G,21,10/20/2010 10:27,F,Central,9,75,0.13,8,,
phone,58,10/20/2010 10:27,M,Central,0,33,0.06,7,,
landline,25,10/20/2010 10:27,M,North,1,81,0.03,9,,
4G,70,10/20/2010 10:27,F,Central,0,72,0.01,3,,
4G,25,10/21/2010 10:27,M,Central,9,83,0.12,3,,
phone,71,10/21/2010 10:27,F,North,5,81,0.05,10,,
4G,32,10/21/2010 10:27,F,South,1,63,0.03,5,,
4G,71,10/21/2010 10:27,F,Central,0,56,0.02,4,,
fiber,27,10/21/2010 10:27,F,North,0,87,0.02,8,,
phone,34,10/22/2010 10:27,M,North,0,117,0.03,5,,
phone,67,10/22/2010 10:27,M,North,2,75,0.03,4,,
phone,25,10/22/2010 10:27,F,Central,1,70,0.02,9,,
fiber,66,10/22/2010 10:27,F,South,0,73,0.02,3,,
phone,38,10/22/2010 10:27,F,Central,0,66,0.01,4,,
phone,75,10/22/2010 10:27,F,Central,0,79,0.01,4,,
4G,31,10/23/2010 10:27,F,Central,1,37,0.18,7,,
4G,76,10/23/2010 10:27,F,Central,4,102,0.05,6,,
phone,22,10/23/2010 10:27,M,South,1,42,0.03,8,,
landline,74,10/23/2010 10:27,F,Central,6,87,0.03,6,,
phone,40,10/23/2010 10:27,F,Central,1,62,0.02,5,,
4G,34,10/23/2010 10:27,F,South,0,73,0.01,8,,
phone,28,10/23/2010 10:27,F,Central,0,95,0.01,8,,
fiber,25,10/24/2010 10:27,M,South,4,55,0.12,9,,
fiber,46,10/24/2010 10:27,M,Central,2,108,0.04,7,,
phone,29,10/24/2010 10:27,M,North,0,86,0.04,6,,
fiber,50,10/24/2010 10:27,F,North,0,40,0.03,8,,
4G,79,10/24/2010 10:27,M,Central,0,36,0.63,2,,
phone,25,10/24/2010 10:27,F,North,0,105,0.01,8,,
phone,72,10/25/2010 10:27,F,South,0,48,0.81,2,,
fiber,78,10/26/2010 10:27,M,South,6,105,0.09,8,,
fiber,76,10/26/2010 10:27,F,Central,2,87,0.05,6,,
fiber,55,10/26/2010 10:27,F,Central,1,105,0.03,8,,
4G,54,10/26/2010 10:27,F,North,1,86,0.02,4,,
4G,74,10/26/2010 10:27,M,Central,1,98,0.02,4,,
4G,22,10/26/2010 10:27,M,North,0,80,0.01,5,,
4G,32,10/26/2010 10:27,F,Central,0,80,0.01,8,,
landline,64,10/26/2010 10:27,M,Central,2,109,0.01,4,,
phone,62,10/27/2010 10:27,M,Central,9,107,0.43,5,,
fiber,74,10/27/2010 10:27,M,North,0,56,0.10,4,,
4G,32,10/27/2010 10:27,M,North,1,77,0.03,6,,
phone,62,10/27/2010 10:27,M,North,1,108,0.01,7,,
4G,51,10/28/2010 10:27,M,Central,6,82,0.08,8,,
phone,43,10/28/2010 10:27,F,North,4,55,0.06,8,,
landline,47,10/28/2010 10:27,M,South,5,58,0.03,4,,
phone,40,10/28/2010 10:27,F,North,0,43,0.02,5,,
fiber,45,10/29/2010 10:27,F,South,0,63,0.91,2,,
fiber,54,10/29/2010 10:27,F,Central,1,91,0.11,8,,
4G,74,10/29/2010 10:27,F,Central,7,88,0.09,4,,
4G,64,10/29/2010 10:27,F,Central,1,32,0.07,9,,
fiber,25,10/29/2010 10:27,F,South,1,81,0.03,4,,
fiber,71,10/29/2010 10:27,F,South,0,87,0.02,3,,
4G,51,10/30/2010 10:27,F,North,7,90,0.32,5,,
4G,28,10/30/2010 10:27,F,South,0,43,0.03,4,,
phone,45,10/30/2010 10:27,M,North,1,63,0.02,3,,
4G,64,10/30/2010 10:27,M,Central,0,83,0.01,5,,
4G,43,10/30/2010 10:27,M,South,0,90,0.01,7,,
4G,39,10/31/2010 11:27,M,South,0,70,0.05,5,,
landline,45,10/31/2010 11:27,F,Central,1,35,0.02,7,,
fiber,43,11/1/2010 11:27,F,North,4,39,0.17,8,,
phone,35,11/1/2010 11:27,M,South,5,93,0.13,6,,
4G,50,11/1/2010 11:27,F,Central,4,55,0.09,3,,
4G,19,11/1/2010 11:27,M,South,0,70,0.01,5,,
landline,70,11/1/2010 11:27,F,South,1,96,0.01,5,,
4G,56,11/2/2010 11:27,F,North,9,38,0.26,7,,
fiber,63,11/2/2010 11:27,F,Central,6,44,0.21,6,,
4G,26,11/2/2010 11:27,F,South,0,38,0.03,7,,
fiber,61,11/2/2010 11:27,F,South,0,52,0.03,7,,
landline,34,11/2/2010 11:27,F,South,1,79,0.01,6,,
4G,62,11/3/2010 11:27,M,Central,5,93,0.06,7,,
landline,31,11/3/2010 11:27,M,South,2,73,0.03,4,,
fiber,43,11/3/2010 11:27,F,Central,0,56,0.02,8,,
4G,66,11/3/2010 11:27,F,North,0,55,0.02,6,,
phone,23,11/3/2010 11:27,F,Central,0,91,0.01,7,,
landline,26,11/3/2010 11:27,M,North,1,100,0.01,8,,
landline,36,11/4/2010 11:27,F,Central,2,43,0.05,6,,
landline,43,11/4/2010 11:27,M,North,3,71,0.02,8,,
phone,45,11/4/2010 11:27,M,Central,1,82,0.02,7,,
landline,39,11/4/2010 11:27,F,Central,0,89,0.00,6,,
landline,26,11/4/2010 11:27,M,South,0,102,0.00,7,,
fiber,54,11/5/2010 11:27,F,South,9,35,0.86,2,,
landline,76,11/5/2010 11:27,F,North,2,63,0.09,5,,
phone,62,11/5/2010 11:27,M,Central,7,72,0.07,8,,
phone,47,11/5/2010 11:27,M,Central,1,37,0.04,3,,
4G,68,11/6/2010 11:27,F,South,4,81,0.06,4,,
phone,68,11/6/2010 11:27,M,Central,0,62,0.01,4,,
phone,55,11/6/2010 11:27,F,Central,0,86,0.01,6,,
phone,25,11/6/2010 11:27,F,North,0,106,0.01,7,,
phone,34,11/7/2010 10:27,M,North,2,33,0.06,6,,
4G,66,11/7/2010 10:27,M,South,3,79,0.05,7,,
4G,51,11/7/2010 10:27,F,Central,1,65,0.03,3,,
landline,60,11/7/2010 10:27,M,Central,3,92,0.01,5,,
landline,44,11/7/2010 10:27,F,North,2,109,0.01,8,,
phone,79,11/7/2010 10:27,F,North,0,79,0.01,5,,
4G,26,11/8/2010 10:27,M,Central,1,90,0.16,7,,
fiber,19,11/8/2010 10:27,F,Central,3,84,0.06,8,,
phone,64,11/8/2010 10:27,M,South,2,46,0.04,8,,
landline,31,11/8/2010 10:27,F,Central,2,47,0.02,4,,
4G,30,11/9/2010 10:27,F,South,3,53,0.14,3,,
phone,47,11/9/2010 10:27,M,South,1,41,0.64,2,,
phone,51,11/9/2010 10:27,M,Central,2,53,0.04,6,,
phone,57,11/9/2010 10:27,F,North,0,30,0.03,10,,
phone,54,11/9/2010 10:27,M,North,0,96,0.01,9,,
landline,58,11/9/2010 10:27,M,Central,0,62,0.01,6,,
4G,32,11/10/2010 10:27,M,Central,2,86,0.03,3,,
4G,35,11/10/2010 10:27,M,Central,0,69,0.01,5,,
4G,50,11/10/2010 10:27,M,Central,0,74,0.01,6,,
4G,51,11/10/2010 10:27,F,Central,0,79,0.01,7,,
phone,61,11/10/2010 10:27,F,North,0,74,0.01,9,,
4G,41,11/11/2010 10:27,M,South,5,43,0.13,5,,
4G,46,11/11/2010 10:27,F,Central,1,109,0.09,6,,
4G,29,11/11/2010 10:27,M,Central,1,69,0.03,5,,
4G,78,11/12/2010 10:27,M,South,3,102,0.35,6,,
4G,69,11/12/2010 10:27,F,North,0,81,0.01,4,,
fiber,52,11/13/2010 10:27,M,Central,3,77,0.07,5,,
4G,31,11/14/2010 10:27,F,South,2,55,0.73,2,,
fiber,59,11/14/2010 10:27,F,Central,1,96,0.12,6,,
phone,42,11/14/2010 10:27,F,Central,1,109,0.01,6,,
phone,64,11/14/2010 10:27,F,South,0,88,0.40,3,,
landline,66,11/14/2010 10:27,M,North,0,52,0.52,3,,
fiber,56,11/15/2010 10:27,F,Central,8,97,0.12,7,,
4G,75,11/15/2010 10:27,F,Central,1,40,0.05,7,,
fiber,34,11/15/2010 10:27,M,Central,0,46,0.03,5,,
fiber,41,11/15/2010 10:27,M,Central,0,71,0.02,3,,
phone,32,11/15/2010 10:27,F,North,0,56,0.01,5,,
4G,46,11/15/2010 10:27,F,Central,0,108,0.01,5,,
fiber,33,11/16/2010 10:27,M,North,5,109,0.07,9,,
4G,63,11/16/2010 10:27,M,South,0,55,0.02,3,,
landline,56,11/16/2010 10:27,F,South,0,106,0.00,8,,
4G,42,11/17/2010 10:27,F,South,0,48,0.70,2,,
phone,51,11/17/2010 10:27,M,Central,0,35,0.02,5,,
phone,24,11/18/2010 10:27,M,North,4,37,0.09,5,,
phone,19,11/18/2010 10:27,M,Central,7,97,0.05,8,,
landline,50,11/18/2010 10:27,M,North,1,100,0.03,6,,
landline,53,11/18/2010 10:27,F,Central,4,80,0.02,6,,
4G,48,11/18/2010 10:27,M,South,1,108,0.02,8,,
phone,72,11/18/2010 10:27,M,North,0,72,0.01,3,,
phone,45,11/19/2010 10:27,F,Central,3,60,0.04,3,,
4G,70,11/19/2010 10:27,M,Central,1,103,0.02,5,,
fiber,40,11/20/2010 10:27,F,Central,2,32,0.12,5,,
fiber,26,11/20/2010 10:27,M,Central,1,93,0.03,8,,
phone,22,11/20/2010 10:27,F,Central,3,104,0.03,8,,
phone,79,11/20/2010 10:27,M,North,0,40,0.02,6,,
4G,57,11/20/2010 10:27,F,North,0,62,0.02,8,,
4G,57,11/20/2010 10:27,M,South,0,71,0.01,4,,
4G,46,11/21/2010 10:27,F,South,2,81,0.60,3,,
fiber,43,11/21/2010 10:27,F,North,2,48,0.08,5,,
fiber,32,11/21/2010 10:27,F,Central,2,49,0.08,6,,
fiber,75,11/21/2010 10:27,F,North,1,100,0.03,4,,
phone,74,11/21/2010 10:27,F,South,1,93,0.01,5,,
landline,52,11/21/2010 10:27,M,North,0,100,0.00,4,,
fiber,80,11/22/2010 10:27,M,Central,7,118,0.34,5,,
landline,65,11/22/2010 10:27,M,South,7,95,0.11,6,,
fiber,47,11/22/2010 10:27,M,South,0,81,0.02,8,,
4G,78,11/23/2010 10:27,F,South,7,118,0.45,3,,
4G,60,11/23/2010 10:27,F,South,8,46,0.19,5,,
4G,64,11/23/2010 10:27,M,Central,3,34,0.16,6,,
4G,62,11/23/2010 10:27,F,North,2,32,0.09,10,,
4G,25,11/23/2010 10:27,F,South,5,99,0.06,7,,
fiber,54,11/23/2010 10:27,F,Central,1,67,0.04,6,,
4G,43,11/23/2010 10:27,F,South,0,42,0.02,7,,
phone,58,11/24/2010 10:27,F,Central,3,31,0.08,7,,
landline,22,11/24/2010 10:27,M,Central,6,42,0.05,3,,
fiber,39,11/25/2010 10:27,M,North,0,112,0.13,3,,
phone,64,11/25/2010 10:27,M,South,9,84,0.80,2,,
4G,60,11/25/2010 10:27,F,Central,1,36,0.05,5,,
phone,21,11/25/2010 10:27,M,Central,1,51,0.03,3,,
phone,32,11/25/2010 10:27,F,South,0,112,0.03,7,,
4G,54,11/26/2010 10:27,M,Central,6,62,0.11,6,,
phone,46,11/26/2010 10:27,F,Central,1,47,0.03,8,,
phone,29,11/27/2010 10:27,F,Central,6,91,0.30,4,,
phone,62,11/27/2010 10:27,M,North,2,57,0.14,8,,
fiber,37,11/27/2010 10:27,F,South,0,71,0.06,6,,
phone,49,11/27/2010 10:27,F,South,1,84,0.02,4,,
4G,47,11/28/2010 10:27,M,North,9,53,0.18,5,,
4G,56,11/28/2010 10:27,F,South,2,35,0.80,2,,
landline,49,11/28/2010 10:27,F,South,10,58,0.06,9,,
4G,32,11/28/2010 10:27,M,Central,0,58,0.02,8,,
4G,56,11/28/2010 10:27,M,Central,0,60,0.02,7,,
4G,45,11/29/2010 10:27,M,Central,7,35,0.22,7,,
4G,70,11/29/2010 10:27,F,Central,0,49,0.05,4,,
4G,59,11/29/2010 10:27,M,North,1,68,0.03,5,,
landline,28,11/29/2010 10:27,M,South,0,39,0.01,5,,
4G,39,11/29/2010 10:27,M,Central,0,82,0.70,3,,
fiber,38,11/30/2010 10:27,F,Central,1,60,0.04,9,,
phone,77,11/30/2010 10:27,F,North,2,55,0.04,9,,
phone,19,11/30/2010 10:27,F,Central,0,77,0.03,6,,
4G,60,11/30/2010 10:27,F,Central,1,104,0.02,5,,
fiber,38,12/1/2010 10:27,M,Central,8,42,0.27,8,,
4G,26,12/2/2010 10:27,F,Central,8,96,0.09,8,,
4G,18,12/2/2010 10:27,M,South,3,69,0.06,6,,
landline,37,12/2/2010 10:27,M,Central,2,54,0.02,8,,
phone,57,12/2/2010 10:27,M,North,0,83,0.01,4,,
4G,44,12/3/2010 10:27,M,Central,9,54,0.53,4,,
4G,77,12/3/2010 10:27,F,South,0,40,0.02,3,,
fiber,36,12/3/2010 10:27,F,North,0,99,0.01,9,,
phone,34,12/3/2010 10:27,M,Central,0,55,0.01,7,,
4G,34,12/3/2010 10:27,M,Central,0,109,0.01,7,,
phone,53,12/4/2010 10:27,F,Central,4,43,0.20,5,,
fiber,30,12/4/2010 10:27,M,Central,1,105,0.80,2,,
4G,38,12/4/2010 10:27,M,Central,0,54,0.07,8,,
4G,59,12/4/2010 10:27,M,Central,4,92,0.05,6,,
phone,77,12/4/2010 10:27,M,South,3,50,0.05,3,,
4G,70,12/4/2010 10:27,M,South,1,45,0.04,5,,
phone,41,12/4/2010 10:27,M,North,2,77,0.03,4,,
phone,42,12/4/2010 10:27,F,South,1,75,0.02,6,,
phone,61,12/5/2010 10:27,F,North,0,85,0.02,9,,
phone,18,12/5/2010 10:27,M,Central,1,79,0.02,4,,
phone,51,12/5/2010 10:27,M,North,1,92,0.01,5,,
4G,50,12/5/2010 10:27,M,North,0,100,0.01,7,,
fiber,37,12/6/2010 10:27,M,Central,0,115,0.08,3,,
phone,74,12/6/2010 10:27,F,Central,6,67,0.07,9,,
phone,59,12/6/2010 10:27,M,Central,0,50,0.03,9,,
4G,47,12/6/2010 10:27,M,Central,0,106,0.01,8,,
4G,19,12/7/2010 10:27,F,Central,0,77,0.04,7,,
phone,27,12/7/2010 10:27,M,Central,0,71,0.91,2,,
phone,41,12/7/2010 10:27,F,Central,0,79,0.01,6,,
phone,57,12/8/2010 10:27,M,Central,0,84,0.01,3,,
phone,43,12/9/2010 10:27,M,Central,1,33,0.06,5,,
phone,47,12/9/2010 10:27,F,Central,3,78,0.03,8,,
4G,73,12/9/2010 10:27,M,North,2,97,0.90,2,,
landline,48,12/9/2010 10:27,F,North,1,33,0.03,6,,
4G,68,12/9/2010 10:27,F,Central,0,57,0.02,7,,
fiber,50,12/9/2010 10:27,F,South,0,84,0.02,7,,
4G,63,12/10/2010 10:27,F,South,9,61,0.16,7,,
phone,31,12/10/2010 10:27,M,South,6,99,0.05,3,,
phone,37,12/11/2010 10:27,F,Central,2,63,0.09,3,,
